Primary_Guest_Name,last_stay,frequency,monetary,avg_nights,n_special_req,cancel_rate,recency_days,R,F,M,RFM_Score,Tier
Guest_060426,2022-08-25,1,12738.84,3.0,1.0,0.0,494,2,1,4,7,Lapsed
Guest_060431,2022-07-29,1,8104.7,2.0,2.0,0.5,521,2,1,3,6,Lapsed
Guest_060432,2022-10-19,1,15462.36,4.0,1.0,0.0,439,2,1,5,8,Lapsed
Guest_060442,2023-07-08,1,4410.11,1.0,0.0,0.0,177,4,1,2,7,New
Guest_060445,2022-07-17,1,7860.29,2.0,2.0,0.0,533,2,1,3,6,Lapsed
Guest_060448,2023-03-09,2,20988.46,2.5,0.5,0.0,298,3,5,5,13,VIP
Guest_060451,2022-05-04,1,6781.56,2.0,0.0,0.5,607,1,1,2,4,Lapsed
Guest_060455,2023-09-17,1,6769.8,2.0,3.0,0.0,106,5,1,2,8,New
Guest_060465,2022-10-03,1,5413.03,2.0,1.0,0.0,455,2,1,2,5,Lapsed
Guest_060470,2023-08-16,1,3983.85,1.0,0.0,0.0,138,4,1,1,6,New
Guest_060481,2023-03-11,1,14963.83,4.0,1.0,0.0,296,3,1,4,8,New
Guest_060505,2022-09-05,1,11219.28,3.0,0.0,0.5,483,2,1,4,7,Lapsed
Guest_060509,2022-04-11,1,6891.23,2.0,2.0,0.0,630,1,1,2,4,Lapsed
Guest_060512,2023-10-10,1,8668.67,3.0,3.0,0.0,83,5,1,3,9,New
Guest_060513,2023-12-22,1,25174.42,4.0,5.0,0.0,10,5,1,5,11,New
Guest_060516,2023-07-18,1,3207.09,1.0,0.0,0.0,167,4,1,1,6,New
Guest_060519,2023-09-21,1,12197.11,2.0,0.0,0.0,102,5,1,4,10,New
Guest_060523,2023-08-13,1,10422.25,2.0,2.0,0.0,141,4,1,4,9,New
Guest_060524,2023-12-04,2,16545.14,2.5,0.0,0.0,28,5,5,5,15,VIP
Guest_060525,2023-09-09,1,4227.93,1.0,1.0,0.0,114,5,1,2,8,New
Guest_060529,2023-01-07,1,8959.84,2.0,0.0,0.0,359,3,1,3,7,New
Guest_060530,2022-11-25,1,4031.88,1.0,0.0,0.0,402,3,1,2,6,New
Guest_060533,2022-08-28,1,4775.67,1.0,1.0,0.5,491,2,1,2,5,Lapsed
Guest_060534,2022-11-09,1,26836.05,6.0,1.0,0.0,418,3,1,5,9,New
Guest_060536,2023-07-16,1,24571.03,7.0,3.0,0.0,169,4,1,5,10,New
Guest_060537,2023-10-14,1,11170.86,3.0,0.0,0.0,79,5,1,4,10,New
Guest_060557,2022-07-23,1,3647.56,1.0,1.0,0.0,527,2,1,1,4,Lapsed
Guest_060558,2023-11-17,1,19770.3,5.0,1.0,0.0,45,5,1,5,11,New
Guest_060577,2023-12-01,1,2975.04,1.0,2.0,0.0,31,5,1,1,7,New
Guest_060581,2022-04-26,1,7024.75,2.0,0.0,0.0,615,1,1,3,5,Lapsed
Guest_060583,2022-03-13,1,23653.06,6.0,1.0,0.0,659,1,1,5,7,Lapsed
Guest_060590,2023-10-21,1,7364.13,2.0,1.0,0.0,72,5,1,3,9,New
Guest_060618,2023-01-07,1,25784.17,6.0,1.0,0.0,359,3,1,5,9,New
Guest_060621,2023-11-19,1,11487.3,3.0,3.0,0.0,43,5,1,4,10,New
Guest_060626,2023-11-30,1,2656.95,1.0,0.0,0.5,32,5,1,1,7,New
Guest_060630,2022-10-19,1,11626.0,3.0,1.0,0.0,439,2,1,4,7,Lapsed
Guest_060642,2022-10-15,1,4140.32,1.0,0.0,0.0,443,2,1,2,5,Lapsed
Guest_060655,2023-02-05,1,3894.45,1.0,2.0,0.0,330,3,1,1,5,New
Guest_060665,2023-01-04,1,3577.43,1.0,0.0,0.0,362,3,1,1,5,New
Guest_060675,2023-12-26,1,5752.34,2.0,1.0,0.0,6,5,1,2,8,New
Guest_060681,2022-09-27,1,3866.91,1.0,3.0,0.0,461,2,1,1,4,Lapsed
Guest_060694,2022-01-19,1,9681.44,3.0,0.0,0.0,712,1,1,3,5,Lapsed
Guest_060701,2023-10-04,1,6645.5,2.0,4.0,0.0,89,5,1,2,8,New
Guest_060703,2023-10-29,1,4021.64,1.0,0.0,0.0,64,5,1,2,8,New
Guest_060704,2023-01-23,1,11486.63,4.0,5.0,0.0,343,3,1,4,8,New
Guest_060713,2023-03-20,2,16021.869999999999,2.0,0.5,0.0,287,3,5,5,13,VIP
Guest_060731,2023-11-25,1,8571.23,2.0,1.0,0.0,37,5,1,3,9,New
Guest_060738,2022-11-19,1,14109.98,4.0,0.0,0.0,408,3,1,4,8,New
Guest_060744,2023-02-16,1,6276.23,2.0,1.0,0.0,319,3,1,2,6,New
Guest_060746,2023-07-27,1,3192.4,1.0,0.0,0.0,158,4,1,1,6,New
Guest_060751,2023-12-04,1,3635.91,1.0,2.0,0.0,28,5,1,1,7,New
Guest_060759,2023-02-20,1,11243.2,3.0,1.0,0.0,315,3,1,4,8,New
Guest_060760,2022-11-12,1,3554.92,1.0,0.0,0.0,415,3,1,1,5,New
Guest_060765,2023-04-12,1,10236.41,3.0,1.0,0.0,264,4,1,4,9,New
Guest_060774,2023-03-24,2,33145.26,4.0,1.5,0.0,283,3,5,5,13,VIP
Guest_060782,2022-09-03,1,6280.23,1.0,0.0,0.0,485,2,1,2,5,Lapsed
Guest_060789,2022-02-11,1,4561.44,1.0,2.0,0.0,689,1,1,2,4,Lapsed
Guest_060812,2022-10-25,1,7275.09,2.0,1.0,0.0,433,2,1,3,6,Lapsed
Guest_060818,2022-03-01,1,9790.08,2.0,0.0,0.0,671,1,1,3,5,Lapsed
Guest_060820,2023-04-01,1,11224.92,3.0,2.0,0.0,275,3,1,4,8,New
Guest_060825,2023-01-03,1,12223.19,4.0,1.0,0.0,363,3,1,4,8,New
Guest_060836,2023-12-27,1,13584.66,4.0,2.0,0.0,5,5,1,4,10,New
Guest_060839,2023-06-13,1,2831.58,1.0,2.0,0.0,202,4,1,1,6,New
Guest_060840,2022-01-21,1,7843.47,2.0,3.0,0.0,710,1,1,3,5,Lapsed
Guest_060852,2022-12-11,1,4327.38,1.0,2.0,0.0,386,3,1,2,6,New
Guest_060861,2022-02-11,1,12474.34,4.0,1.0,0.0,689,1,1,4,6,Lapsed
Guest_060869,2022-07-17,1,5668.3,1.0,1.0,0.0,533,2,1,2,5,Lapsed
Guest_060874,2022-11-05,1,13171.44,3.0,0.0,0.0,422,2,1,4,7,Lapsed
Guest_060881,2022-12-04,1,13893.13,3.0,3.0,0.0,393,3,1,4,8,New
Guest_060885,2022-09-17,1,8391.94,2.0,0.0,0.0,471,2,1,3,6,Lapsed
Guest_060892,2023-03-03,1,8923.73,2.0,0.0,0.0,304,3,1,3,7,New
Guest_060906,2022-10-22,1,3534.73,1.0,2.0,0.0,436,2,1,1,4,Lapsed
Guest_060908,2023-02-14,1,8896.88,3.0,2.0,0.0,321,3,1,3,7,New
Guest_060909,2023-08-25,1,3886.8,1.0,1.0,0.5,129,4,1,1,6,New
Guest_060921,2023-04-15,1,12189.31,3.0,0.0,0.0,261,4,1,4,9,New
Guest_060925,2023-02-09,1,3421.25,1.0,2.0,0.0,326,3,1,1,5,New
Guest_060926,2022-07-07,1,6541.0,2.0,0.0,0.0,543,2,1,2,5,Lapsed
Guest_060935,2022-11-04,1,7126.29,2.0,5.0,0.0,423,2,1,3,6,Lapsed
Guest_060940,2023-11-16,1,5035.51,1.0,0.0,0.0,46,5,1,2,8,New
Guest_060951,2023-12-29,1,7847.03,2.0,4.0,0.0,3,5,1,3,9,New
Guest_060960,2022-01-04,1,3130.44,1.0,3.0,0.0,727,1,1,1,3,Lapsed
Guest_060964,2023-12-14,1,6225.36,2.0,2.0,0.0,18,5,1,2,8,New
Guest_060966,2023-09-20,1,7372.42,2.0,1.0,0.0,103,5,1,3,9,New
Guest_060967,2023-07-11,1,12006.62,4.0,1.0,0.0,174,4,1,4,9,New
Guest_060974,2023-01-09,1,6687.43,2.0,3.0,0.0,357,3,1,2,6,New
Guest_060977,2022-09-16,1,3435.5,1.0,2.0,0.5,472,2,1,1,4,Lapsed
Guest_061007,2022-03-25,1,8233.39,2.0,3.0,0.0,647,1,1,3,5,Lapsed
Guest_061013,2023-01-16,1,7389.36,2.0,0.0,0.0,350,3,1,3,7,New
Guest_061021,2022-11-28,1,8120.38,3.0,2.0,0.0,399,3,1,3,7,New
Guest_061030,2022-08-04,1,10640.01,3.0,4.0,0.0,515,2,1,4,7,Lapsed
Guest_061032,2022-11-08,1,10526.43,4.0,3.0,0.0,419,3,1,4,8,New
Guest_061035,2023-07-25,2,17373.29,2.5,0.5,0.0,160,4,5,5,14,VIP
Guest_061044,2022-03-12,1,9212.65,2.0,1.0,0.5,660,1,1,3,5,Lapsed
Guest_061045,2022-01-07,1,3852.72,1.0,5.0,0.0,724,1,1,1,3,Lapsed
Guest_061047,2022-01-17,1,3421.07,1.0,1.0,0.0,714,1,1,1,3,Lapsed
Guest_061054,2022-08-01,1,3449.56,1.0,0.0,0.0,518,2,1,1,4,Lapsed
Guest_061064,2023-10-14,1,14111.23,3.0,0.0,0.0,79,5,1,4,10,New
Guest_061065,2022-07-06,1,9135.03,3.0,2.0,0.0,544,2,1,3,6,Lapsed
Guest_061066,2023-05-25,1,19803.57,4.0,2.0,0.0,221,4,1,5,10,New
Guest_061067,2022-07-27,1,3165.98,1.0,0.0,0.0,523,2,1,1,4,Lapsed
Guest_061069,2022-01-21,1,14718.28,4.0,1.0,0.0,710,1,1,4,6,Lapsed
Guest_061073,2023-01-21,1,9072.9,2.0,0.0,0.0,345,3,1,3,7,New
Guest_061075,2022-06-17,1,14982.69,4.0,0.0,0.0,563,1,1,4,6,Lapsed
Guest_061079,2023-10-14,1,4168.74,1.0,0.0,0.0,79,5,1,2,8,New
Guest_061083,2022-10-18,1,6555.05,2.0,1.0,0.0,440,2,1,2,5,Lapsed
Guest_061091,2023-04-22,1,4184.64,1.0,1.0,0.0,254,4,1,2,7,New
Guest_061093,2023-12-20,1,3372.78,1.0,0.0,0.0,12,5,1,1,7,New
Guest_061099,2023-07-05,2,7407.549999999999,1.0,1.0,0.0,180,4,5,3,12,Loyal
Guest_061124,2022-09-25,1,11382.2,3.0,2.0,0.0,463,2,1,4,7,Lapsed
Guest_061137,2022-12-05,1,7048.76,2.0,2.0,0.0,392,3,1,3,7,New
Guest_061142,2022-09-11,2,11404.69,1.5,0.0,0.0,477,2,5,4,11,At Risk
Guest_061143,2023-11-10,2,37494.84,5.0,1.5,0.3333333333333333,52,5,5,5,15,VIP
Guest_061154,2022-09-17,1,8264.95,2.0,1.0,0.5,471,2,1,3,6,Lapsed
Guest_061158,2022-08-27,1,8402.67,2.0,1.0,0.0,492,2,1,3,6,Lapsed
Guest_061173,2022-10-11,1,3640.06,1.0,2.0,0.0,447,2,1,1,4,Lapsed
Guest_061190,2022-02-24,1,3746.15,1.0,0.0,0.0,676,1,1,1,3,Lapsed
Guest_061210,2022-08-08,1,6649.4,2.0,0.0,0.0,511,2,1,2,5,Lapsed
Guest_061218,2023-09-14,1,6974.22,2.0,1.0,0.0,109,5,1,3,9,New
Guest_061221,2023-02-02,1,8078.9,2.0,1.0,0.0,333,3,1,3,7,New
Guest_061224,2023-04-23,1,13451.19,3.0,3.0,0.0,253,4,1,4,9,New
Guest_061237,2022-03-01,1,6231.75,2.0,4.0,0.0,671,1,1,2,4,Lapsed
Guest_061265,2023-10-18,1,26003.26,5.0,2.0,0.0,75,5,1,5,11,New
Guest_061270,2022-03-29,1,23031.62,5.0,4.0,0.0,643,1,1,5,7,Lapsed
Guest_061286,2023-08-29,2,26167.33,3.5,1.5,0.0,125,4,5,5,14,VIP
Guest_061293,2023-04-10,1,6515.06,2.0,1.0,0.0,266,4,1,2,7,New
Guest_061308,2023-08-20,1,7761.22,2.0,1.0,0.0,134,4,1,3,8,New
Guest_061309,2022-11-12,1,10480.21,3.0,1.0,0.0,415,3,1,4,8,New
Guest_061310,2022-03-14,1,15788.98,5.0,1.0,0.5,658,1,1,5,7,Lapsed
Guest_061318,2022-09-13,1,10531.25,3.0,2.0,0.0,475,2,1,4,7,Lapsed
Guest_061327,2022-04-09,1,7113.25,2.0,4.0,0.0,632,1,1,3,5,Lapsed
Guest_061328,2022-04-16,1,3946.5,1.0,1.0,0.0,625,1,1,1,3,Lapsed
Guest_061329,2022-07-18,1,6446.16,2.0,1.0,0.0,532,2,1,2,5,Lapsed
Guest_061330,2023-08-11,1,4303.97,1.0,1.0,0.0,143,4,1,2,7,New
Guest_061338,2022-12-14,1,6092.69,2.0,3.0,0.0,383,3,1,2,6,New
Guest_061346,2023-01-27,1,20754.78,5.0,4.0,0.0,339,3,1,5,9,New
Guest_061359,2023-07-15,1,3117.32,1.0,1.0,0.0,170,4,1,1,6,New
Guest_061368,2023-10-10,1,9849.74,3.0,1.0,0.0,83,5,1,3,9,New
Guest_061370,2022-06-09,1,15667.99,4.0,1.0,0.0,571,1,1,5,7,Lapsed
Guest_061373,2022-07-09,1,24984.67,7.0,0.0,0.0,541,2,1,5,8,Lapsed
Guest_061375,2022-02-13,1,3798.92,1.0,2.0,0.0,687,1,1,1,3,Lapsed
Guest_061378,2023-03-28,1,6627.89,2.0,1.0,0.0,279,3,1,2,6,New
Guest_061388,2022-12-18,2,27172.38,3.0,2.0,0.0,379,3,5,5,13,VIP
Guest_061399,2023-06-08,1,10141.59,3.0,4.0,0.0,207,4,1,4,9,New
Guest_061401,2022-10-27,1,5714.88,1.0,0.0,0.0,431,2,1,2,5,Lapsed
Guest_061404,2023-11-11,2,15437.09,2.0,0.5,0.0,51,5,5,5,15,VIP
Guest_061407,2023-12-03,1,3871.64,1.0,4.0,0.0,29,5,1,1,7,New
Guest_061409,2023-07-23,1,31967.91,7.0,0.0,0.0,162,4,1,5,10,New
Guest_061411,2022-01-09,1,4242.08,1.0,0.0,0.0,722,1,1,2,4,Lapsed
Guest_061412,2023-07-22,1,3929.67,1.0,2.0,0.0,163,4,1,1,6,New
Guest_061413,2023-08-19,2,12634.170000000002,1.5,2.0,0.3333333333333333,135,4,5,4,13,VIP
Guest_061416,2023-11-14,1,13506.21,4.0,0.0,0.0,48,5,1,4,10,New
Guest_061425,2022-04-13,1,21873.67,6.0,2.0,0.0,628,1,1,5,7,Lapsed
Guest_061426,2022-07-24,1,24010.63,6.0,2.0,0.0,526,2,1,5,8,Lapsed
Guest_061428,2023-01-27,1,11906.23,3.0,1.0,0.0,339,3,1,4,8,New
Guest_061431,2022-03-05,1,12046.37,3.0,0.0,0.0,667,1,1,4,6,Lapsed
Guest_061444,2023-12-25,1,11205.33,3.0,4.0,0.0,7,5,1,4,10,New
Guest_061450,2023-07-01,1,7147.68,2.0,0.0,0.5,184,4,1,3,8,New
Guest_061454,2022-05-21,1,4410.16,1.0,0.0,0.0,590,1,1,2,4,Lapsed
Guest_061456,2022-03-14,1,3113.98,1.0,1.0,0.0,658,1,1,1,3,Lapsed
Guest_061463,2022-11-04,1,3698.61,1.0,2.0,0.0,423,2,1,1,4,Lapsed
Guest_061468,2023-09-24,1,8115.5,2.0,0.0,0.0,99,5,1,3,9,New
Guest_061476,2022-08-19,1,7556.57,2.0,2.0,0.0,500,2,1,3,6,Lapsed
Guest_061489,2022-01-31,1,15113.0,5.0,0.0,0.0,700,1,1,4,6,Lapsed
Guest_061494,2023-11-24,1,9011.83,2.0,0.0,0.0,38,5,1,3,9,New
Guest_061500,2023-09-21,1,12065.46,3.0,2.0,0.0,102,5,1,4,10,New
Guest_061505,2023-11-22,1,20209.8,7.0,1.0,0.0,40,5,1,5,11,New
Guest_061506,2023-05-20,1,5220.08,1.0,1.0,0.0,226,4,1,2,7,New
Guest_061516,2023-01-24,1,7680.69,2.0,1.0,0.0,342,3,1,3,7,New
Guest_061520,2022-03-07,1,11029.7,3.0,2.0,0.0,665,1,1,4,6,Lapsed
Guest_061529,2023-07-23,2,18793.9,2.5,1.5,0.0,162,4,5,5,14,VIP
Guest_061532,2022-04-08,1,12971.11,3.0,5.0,0.0,633,1,1,4,6,Lapsed
Guest_061558,2023-09-17,1,8870.96,2.0,1.0,0.0,106,5,1,3,9,New
Guest_061573,2023-03-22,1,19595.35,5.0,0.0,0.0,285,3,1,5,9,New
Guest_061576,2022-03-04,1,3762.92,1.0,2.0,0.6666666666666666,668,1,1,1,3,Lapsed
Guest_061582,2022-07-23,1,7515.45,2.0,1.0,0.0,527,2,1,3,6,Lapsed
Guest_061591,2022-06-05,1,6141.74,2.0,0.0,0.0,575,1,1,2,4,Lapsed
Guest_061592,2022-10-07,1,4960.09,1.0,1.0,0.5,451,2,1,2,5,Lapsed
Guest_061596,2023-11-29,1,14226.2,4.0,0.0,0.0,33,5,1,4,10,New
Guest_061606,2022-04-30,1,16880.82,4.0,2.0,0.5,611,1,1,5,7,Lapsed
Guest_061608,2023-10-24,1,3653.97,1.0,0.0,0.0,69,5,1,1,7,New
Guest_061611,2023-08-19,1,3829.08,1.0,5.0,0.0,135,4,1,1,6,New
Guest_061619,2022-08-27,1,9174.14,2.0,0.0,0.0,492,2,1,3,6,Lapsed
Guest_061637,2023-12-24,1,4571.83,1.0,1.0,0.0,8,5,1,2,8,New
Guest_061643,2023-01-05,1,3307.81,1.0,3.0,0.0,361,3,1,1,5,New
Guest_061648,2022-08-25,1,11245.32,3.0,0.0,0.0,494,2,1,4,7,Lapsed
Guest_061654,2023-02-18,1,3430.72,1.0,1.0,0.0,317,3,1,1,5,New
Guest_061657,2022-06-04,1,10311.91,3.0,5.0,0.0,576,1,1,4,6,Lapsed
Guest_061658,2022-07-29,1,3279.68,1.0,0.0,0.0,521,2,1,1,4,Lapsed
Guest_061664,2023-12-29,1,4129.65,1.0,4.0,0.5,3,5,1,2,8,New
Guest_061677,2023-06-06,1,6888.81,2.0,2.0,0.0,209,4,1,2,7,New
Guest_061694,2022-03-19,1,21951.16,5.0,0.0,0.0,653,1,1,5,7,Lapsed
Guest_061703,2022-01-07,1,10698.51,3.0,4.0,0.0,724,1,1,4,6,Lapsed
Guest_061704,2022-10-08,1,12752.19,4.0,0.0,0.0,450,2,1,4,7,Lapsed
Guest_061707,2022-10-09,1,12525.61,3.0,1.0,0.0,449,2,1,4,7,Lapsed
Guest_061717,2022-08-05,1,8838.14,2.0,1.0,0.0,514,2,1,3,6,Lapsed
Guest_061722,2023-09-24,1,16917.06,4.0,2.0,0.0,99,5,1,5,11,New
Guest_061726,2023-12-01,1,20089.78,5.0,1.0,0.5,31,5,1,5,11,New
Guest_061730,2023-03-23,1,6324.84,2.0,0.0,0.0,284,3,1,2,6,New
Guest_061736,2022-10-22,1,23539.04,4.0,1.0,0.5,436,2,1,5,8,Lapsed
Guest_061738,2023-03-23,1,3275.4,1.0,0.0,0.0,284,3,1,1,5,New
Guest_061748,2023-04-27,1,3648.68,1.0,3.0,0.0,249,4,1,1,6,New
Guest_061762,2023-03-16,2,14321.58,2.0,1.0,0.0,291,3,5,4,12,Lapsed
Guest_061763,2022-08-20,1,4004.65,1.0,0.0,0.5,499,2,1,2,5,Lapsed
Guest_061764,2023-06-05,2,17644.7,2.5,0.5,0.0,210,4,5,5,14,VIP
Guest_061771,2022-12-10,1,17978.69,4.0,3.0,0.0,387,3,1,5,9,New
Guest_061774,2023-12-22,1,3879.0,1.0,1.0,0.0,10,5,1,1,7,New
Guest_061777,2022-11-30,2,20446.8,3.0,1.0,0.0,397,3,5,5,13,VIP
Guest_061780,2023-12-23,1,4220.32,1.0,1.0,0.0,9,5,1,2,8,New
Guest_061781,2023-01-14,2,14045.67,2.0,1.0,0.0,352,3,5,4,12,Lapsed
Guest_061791,2023-05-31,1,3346.5,1.0,0.0,0.0,215,4,1,1,6,New
Guest_061801,2023-06-21,1,9011.28,3.0,3.0,0.0,194,4,1,3,8,New
Guest_061808,2023-06-30,1,8968.83,2.0,0.0,0.0,185,4,1,3,8,New
Guest_061822,2022-03-04,1,9290.02,2.0,1.0,0.0,668,1,1,3,5,Lapsed
Guest_061826,2022-04-01,1,4481.38,1.0,0.0,0.0,640,1,1,2,4,Lapsed
Guest_061841,2022-10-11,1,7670.99,2.0,1.0,0.0,447,2,1,3,6,Lapsed
Guest_061846,2023-07-20,1,12906.75,4.0,0.0,0.0,165,4,1,4,9,New
Guest_061847,2023-01-21,1,8200.12,2.0,1.0,0.0,345,3,1,3,7,New
Guest_061849,2023-07-22,1,6655.58,2.0,1.0,0.5,163,4,1,2,7,New
Guest_061852,2023-08-31,3,15877.169999999998,1.6666666666666667,2.0,0.0,123,4,5,5,14,VIP
Guest_061856,2022-08-01,1,3688.91,1.0,1.0,0.0,518,2,1,1,4,Lapsed
Guest_061862,2023-11-07,1,12139.75,3.0,4.0,0.0,55,5,1,4,10,New
Guest_061890,2023-04-29,1,18432.83,4.0,2.0,0.0,247,4,1,5,10,New
Guest_061893,2023-10-18,1,4032.28,1.0,1.0,0.0,75,5,1,2,8,New
Guest_061896,2023-08-11,1,8753.29,2.0,1.0,0.0,143,4,1,3,8,New
Guest_061900,2022-06-18,1,16315.76,4.0,0.0,0.0,562,1,1,5,7,Lapsed
Guest_061914,2022-04-19,1,3503.44,1.0,4.0,0.0,622,1,1,1,3,Lapsed
Guest_061916,2023-07-19,1,7681.99,2.0,5.0,0.0,166,4,1,3,8,New
Guest_061925,2023-11-10,1,3970.89,1.0,3.0,0.0,52,5,1,1,7,New
Guest_061927,2022-01-28,1,12006.96,3.0,0.0,0.0,703,1,1,4,6,Lapsed
Guest_061929,2022-06-29,1,3456.62,1.0,0.0,0.0,551,2,1,1,4,Lapsed
Guest_061937,2023-12-20,1,14566.45,4.0,2.0,0.5,12,5,1,4,10,New
Guest_061940,2022-01-15,1,13445.6,4.0,2.0,0.0,716,1,1,4,6,Lapsed
Guest_061945,2022-05-27,1,7216.76,2.0,0.0,0.0,584,1,1,3,5,Lapsed
Guest_061946,2023-03-06,1,3600.16,1.0,3.0,0.5,301,3,1,1,5,New
Guest_061955,2023-08-05,1,4060.27,1.0,0.0,0.0,149,4,1,2,7,New
Guest_061956,2022-05-05,1,14106.58,4.0,0.0,0.0,606,1,1,4,6,Lapsed
Guest_061957,2023-10-29,1,25580.35,6.0,1.0,0.0,64,5,1,5,11,New
Guest_061965,2022-12-19,1,9367.34,3.0,5.0,0.0,378,3,1,3,7,New
Guest_061985,2022-08-13,1,15595.91,4.0,2.0,0.0,506,2,1,5,8,Lapsed
Guest_061992,2022-02-20,1,8915.69,2.0,1.0,0.0,680,1,1,3,5,Lapsed
Guest_061998,2022-05-11,1,5947.29,2.0,2.0,0.0,600,1,1,2,4,Lapsed
Guest_062000,2023-05-05,2,7575.35,1.0,1.0,0.0,241,4,5,3,12,Loyal
Guest_062019,2023-04-11,1,3933.64,1.0,1.0,0.0,265,4,1,1,6,New
Guest_062023,2023-05-23,1,3057.73,1.0,2.0,0.0,223,4,1,1,6,New
Guest_062048,2022-03-14,1,6950.97,2.0,1.0,0.0,658,1,1,3,5,Lapsed
Guest_062055,2022-02-27,1,3225.99,1.0,2.0,0.0,673,1,1,1,3,Lapsed
Guest_062061,2023-08-09,1,6761.57,2.0,1.0,0.0,145,4,1,2,7,New
Guest_062069,2022-12-17,1,3427.93,1.0,0.0,0.0,380,3,1,1,5,New
Guest_062075,2022-09-17,1,11945.79,2.0,0.0,0.0,471,2,1,4,7,Lapsed
Guest_062079,2023-12-03,2,19623.21,2.0,1.0,0.0,29,5,5,5,15,VIP
Guest_062082,2023-10-25,1,20205.29,6.0,2.0,0.0,68,5,1,5,11,New
Guest_062088,2022-01-23,1,19636.41,3.0,0.0,0.0,708,1,1,5,7,Lapsed
Guest_062098,2023-11-27,1,3523.9,1.0,1.0,0.0,35,5,1,1,7,New
Guest_062106,2022-02-12,1,11610.51,3.0,0.0,0.0,688,1,1,4,6,Lapsed
Guest_062107,2022-09-11,1,20650.56,5.0,2.0,0.0,477,2,1,5,8,Lapsed
Guest_062113,2023-02-24,1,21070.22,5.0,2.0,0.0,311,3,1,5,9,New
Guest_062119,2022-12-12,1,3879.43,1.0,2.0,0.0,385,3,1,1,5,New
Guest_062121,2023-10-04,2,31042.35,4.5,3.0,0.0,89,5,5,5,15,VIP
Guest_062123,2022-02-23,1,13302.87,4.0,1.0,0.0,677,1,1,4,6,Lapsed
Guest_062125,2023-03-20,1,10598.11,3.0,1.0,0.0,287,3,1,4,8,New
Guest_062138,2022-10-13,1,10859.54,2.0,2.0,0.0,445,2,1,4,7,Lapsed
Guest_062153,2022-07-23,1,3480.44,1.0,2.0,0.0,527,2,1,1,4,Lapsed
Guest_062155,2023-10-04,1,3335.85,1.0,0.0,0.0,89,5,1,1,7,New
Guest_062160,2022-04-03,1,8234.73,2.0,1.0,0.0,638,1,1,3,5,Lapsed
Guest_062161,2023-12-10,1,12432.77,3.0,2.0,0.0,22,5,1,4,10,New
Guest_062162,2023-03-14,1,14779.74,4.0,2.0,0.0,293,3,1,4,8,New
Guest_062163,2023-09-20,1,13001.41,4.0,0.0,0.0,103,5,1,4,10,New
Guest_062185,2023-03-15,1,5818.44,2.0,1.0,0.5,292,3,1,2,6,New
Guest_062188,2022-03-20,1,4244.97,1.0,2.0,0.0,652,1,1,2,4,Lapsed
Guest_062193,2022-01-01,1,21505.46,5.0,1.0,0.5,730,1,1,5,7,Lapsed
Guest_062203,2023-12-01,1,22666.49,6.0,2.0,0.0,31,5,1,5,11,New
Guest_062224,2023-08-29,1,10633.76,3.0,1.0,0.0,125,4,1,4,9,New
Guest_062226,2022-06-01,1,15405.15,5.0,1.0,0.0,579,1,1,5,7,Lapsed
Guest_062236,2023-01-07,1,7434.31,2.0,0.0,0.0,359,3,1,3,7,New
Guest_062238,2022-11-15,1,3506.79,1.0,0.0,0.5,412,3,1,1,5,New
Guest_062240,2022-09-05,1,14886.19,4.0,1.0,0.0,483,2,1,4,7,Lapsed
Guest_062248,2023-05-20,1,7455.59,2.0,2.0,0.0,226,4,1,3,8,New
Guest_062251,2023-10-01,1,4293.05,1.0,3.0,0.0,92,5,1,2,8,New
Guest_062275,2023-02-25,1,13431.08,4.0,0.0,0.0,310,3,1,4,8,New
Guest_062277,2023-09-20,1,16452.22,4.0,0.0,0.0,103,5,1,5,11,New
Guest_062278,2022-01-06,1,5447.03,2.0,0.0,0.0,725,1,1,2,4,Lapsed
Guest_062305,2022-07-29,1,3838.82,1.0,0.0,0.0,521,2,1,1,4,Lapsed
Guest_062309,2022-04-22,1,13821.6,3.0,2.0,0.0,619,1,1,4,6,Lapsed
Guest_062316,2022-11-26,1,4021.02,1.0,1.0,0.0,401,3,1,2,6,New
Guest_062320,2023-05-06,2,14666.24,1.5,0.0,0.0,240,4,5,4,13,VIP
Guest_062323,2022-04-18,1,12792.33,4.0,1.0,0.0,623,1,1,4,6,Lapsed
Guest_062326,2023-07-14,1,12815.07,3.0,1.0,0.5,171,4,1,4,9,New
Guest_062333,2022-03-29,1,13104.31,4.0,0.0,0.0,643,1,1,4,6,Lapsed
Guest_062341,2023-01-18,3,24471.61,2.3333333333333335,1.0,0.0,348,3,5,5,13,VIP
Guest_062354,2023-09-03,1,13985.93,4.0,2.0,0.0,120,4,1,4,9,New
Guest_062376,2022-04-08,1,4381.22,1.0,1.0,0.5,633,1,1,2,4,Lapsed
Guest_062377,2022-11-19,1,19719.22,5.0,3.0,0.0,408,3,1,5,9,New
Guest_062379,2023-01-20,1,17552.36,5.0,1.0,0.0,346,3,1,5,9,New
Guest_062381,2023-12-01,2,13665.759999999998,1.5,1.5,0.0,31,5,5,4,14,VIP
Guest_062395,2022-09-20,2,8450.689999999999,1.0,0.5,0.0,468,2,5,3,10,At Risk
Guest_062397,2022-08-05,1,9475.0,3.0,2.0,0.0,514,2,1,3,6,Lapsed
